"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean","estado"
"5611",193453,"Polygon",555543088,"555543088",1,"Humedales de Bahía San Jorge","Humedales de Bahía San Jorge","Federal or national ministry or agency","SEMARNAT","Designated",2010,0,11.70515486,121.98,122.0243927,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(vi)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-SON","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Sonora"
"5614",193456,"Polygon",555558407,"555558407",1,"Humedales de la Laguna la Cruz","Humedales de la Laguna la Cruz","Federal or national ministry or agency","CONANP y Semarnat","Designated",2013,0,0,66.65,66.93338779,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(vi)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-SON","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Sonora"
"5615",193458,"Polygon",555547966,"555547966",1,"Manantiales Geotermales de Julimes","Manantiales Geotermales de Julimes","Municipal governance","Municipo de Julimes","Designated",2013,0,0,3.68,3.734334754,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-CHH","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Chihuahua"
"5616",193460,"Polygon",555621331,"555621331",1,"Río San Pedro-Meoqui","Río San Pedro-Meoqui","Individual landowners","Jesús Salvador García Esquivel","Designated",2012,0,0,3.68,3.753180469,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-CHH","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chihuahua"
"5619",193468,"Polygon",555543089,"555543089",1,"Humedales de Yavaros - Moroncarit","Humedales de Yavaros - Moroncarit","Federal or national ministry or agency","CONANP","Designated",2010,0,61.62978487,136.27,136.8492187,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iii)(v)",1,"Not Reported",0,"Not Reported","MX-SON","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Sonora"
"5620",193470,"Polygon",555592548,"555592548",1,"Humedales de Guachochi","Humedales de Guachochi","Joint governance","CONANP y Direccion General de Turismo de Chihuahua","Designated",2013,0,0,0.57,0.5773194652,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-CHH","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","Chihuahua"
"5622",193472,"Polygon",555592549,"555592549",1,"Laguna La Juanota","Laguna La Juanota","Federal or national ministry or agency","CONANP","Designated",2013,0,0,2.32,2.327018228,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-CHH","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Chihuahua"
"5629",193485,"Polygon",109065,"109065",1,"Humedales Mogote - Ensenada de La Paz","Humedales Mogote - Ensenada de La Paz","Joint governance","CONANP y Municipio de La Paz","Designated",2008,0,0,91.84,92.32516871,"International","Not Reported","Ramsar Site, Wetland of International Importance","(iv)(v)",0,"Not Applicable",0,"Not Reported","MX-BCS","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","Baja California Sur"
"5630",193486,"Polygon",109074,"109074",1,"Sistema Lagunar Ceuta","Sistema Lagunar Ceuta","Federal or national ministry or agency","CONANP","Designated",2008,0,0,14.97,15.63228583,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)(v)(vi)",0,"Not Applicable",0,"Not Reported","MX-SIN","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Sinaloa"
"5631",193487,"Polygon",555542760,"555542760",1,"Lago de San Juan de los Ahorcados","Lago de San Juan de los Ahorcados","Sub-national ministry or agency","Instituto de Ecologia y Medio Ambiente del Estado de Zacatecas","Designated",2009,0,0,10.99,16.43513179,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iii)(iv)",0,"Not Applicable",0,"Not Reported","MX-ZAC","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Zacatecas"
"5635",193505,"Polygon",478015,"478015",1,"Ciénaga de Tamasopo","Ciénaga de Tamasopo","Joint governance","SEMARNAT y Secretaria de Desarrollo Agropecuario y Recursos Hidraulicos de San Luis Potosi","Designated",2008,0,0,13.64,13.71915231,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iii)(iv)",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","San Luis Potosí"
"5636",193506,"Polygon",903118,"903118",1,"Arroyos y manantiales de Tanchachín","Arroyos y manantiales de Tanchachín","Joint governance","SEMARNAT, CNA, Secretario de Desarrollo Agropecuario y Recursos Hidraulicos de San Luis Potosi","Designated",2008,0,0,11.74,11.81288287,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","San Luis Potosí"
"5637",193510,"Polygon",555542756,"555542756",1,"El Jagüey, Buenavista de Peñuelas","El Jagüey, Buenavista de Peñuelas","Joint governance","SEMARNAT y Universidad Autonoma de Aguascalientes, Biodiversidad A.C. y el Ayuntamiento del Estado de Aguascalientes ","Designated",2011,0,0,0.35,0.348923309,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-AGU","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","Aguascalientes"
"5638",193517,"Polygon",902864,"902864",1,"Manglares y humedales de Tuxpan","Manglares y humedales de Tuxpan","Non-profit organization","Universidad Veracruzana","Designated",2006,0,0.3418383534,68.7,106.5386686,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(vii)",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,1,0,0,0,0,0,"nonprofit","Veracruz"
"5639",193518,"Polygon",902302,"902302",1,"Playa Tortuguera X'cacel-X'cacelito","Playa Tortuguera X'cacel-X'cacelito","Joint governance","SEMARNAT y Instituto Tortuguero","Designated",2004,0,2.856162891,3.62,3.591143322,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",1,"Not Reported",0,"Not Reported","MX-ROO","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","Quintana Roo"
"5640",193523,"Polygon",555547396,"555547396",1,"Presa La Vega","Presa La Vega","Federal or national ministry or agency","CONANP y CONAGUA","Designated",2009,0,0,19.5,18.33137569,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Jalisco"
"5641",193525,"Polygon",902867,"902867",1,"Laguna de Atotonilco","Laguna de Atotonilco","Federal or national ministry or agency","SEMARNAT","Designated",2006,0,0,28.5,21.76271675,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Jalisco"
"5643",193529,"Polygon",902289,"902289",1,"Laguna de Sayula","Laguna de Sayula","Non-profit organization","Universidad de Guadalajara","Designated",2004,0,0,168,115.0314808,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(v)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,1,0,0,0,0,0,"nonprofit","Jalisco"
"5644",193530,"Polygon",109075,"109075",1,"Sistema Lagunar Estuarino Agua Dulce - El Ermitaño","Sistema Lagunar Estuarino Agua Dulce - El Ermitaño","Local governance","Municipio de Tomatlan","Designated",2008,0,0,12.81,12.88992657,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iv)(v)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5645",193531,"Polygon",902274,"902274",1,"Laguna de Tecocomulco","Laguna de Tecocomulco","Federal or national ministry or agency","CNA","Designated",2003,0,0,17.69,35.80477564,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Hidalgo"
"5646",193532,"Polygon",478008,"478008",1,"Estero Majahuas","Estero Majahuas","Local governance","Municipio de Tomatlan","Designated",2008,0,0,7.86,7.908123898,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5647",193536,"Polygon",478014,"478014",1,"Estero El Chorro","Estero El Chorro","Local governance","Municipio de Tomatlan","Designated",2008,0,0,2.67,2.686462793,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5648",193539,"Polygon",903096,"903096",1,"Laguna Xola-Paramán","Laguna Xola-Paramán","Local governance","Municipio de Tomatlan","Designated",2008,0,0,7.75,7.799035486,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(v)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5649",193540,"Polygon",902697,"902697",1,"Laguna de Zapotlán","Laguna de Zapotlán","Federal or national ministry or agency","CNA y SEMARNAT","Designated",2005,0,0,14.96,15.05250755,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)(v)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Jalisco"
"5650",193541,"Polygon",902287,"902287",1,"La Mancha y El Llano","La Mancha y El Llano","Non-profit organization","Instituto de Ecologia, A.C.","Designated",2004,0,0.00623042103,14.14,14.18305569,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,1,0,0,0,0,0,"nonprofit","Veracruz"
"5651",193542,"Polygon",478009,"478009",1,"Laguna Chalacatepec","Laguna Chalacatepec","Local governance","Municipio de Tomatlan","Designated",2008,0,0,10.93,10.99916311,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iv)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5652",193543,"Polygon",555542758,"555542758",1,"La Mintzita","La Mintzita","Federal or national ministry or agency","Secretaria de Urbanismo y Medio Ambiente","Designated",2009,0,0,0.57,0.5709029489,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(vii)",0,"Not Applicable",0,"Not Reported","MX-MIC","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Michoacán"
"5653",193546,"Polygon",555543091,"555543091",1,"Presa de Atlangatepec","Presa de Atlangatepec","Local governance","Ayuntamiento de Atlangatepec","Designated",2009,0,0,12,10.23363337,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iii)(iv)(v)",0,"Not Applicable",0,"Not Reported","MX-TLA","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Tlaxcala"
"5654",193549,"Polygon",902405,"902405",1,"Humedales del Lago de Pátzcuaro","Humedales del Lago de Pátzcuaro","Collaborative governance","Gobiernos municipales, Secretario de urbanismo, comision forestal del estado ... ","Designated",2005,0,0,7.07,7.102417021,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-MIC","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","Michoacán"
"5655",193550,"Polygon",902299,"902299",1,"Playa Tortuguera Chenkán","Playa Tortuguera Chenkán","Collaborative governance","CONANP y Universidad Autonoma de Campeche","Designated",2004,0,0,1.21,1.219383132,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-CAM","MEX","MEX",1,0,0,0,0,0,0,0,0,"collaborative","Campeche"
"5656",193555,"Polygon",902863,"902863",1,"Cascadas de Texolo y su entorno","Cascadas de Texolo y su entorno","Sub-national ministry or agency","Consejo Estatal de Proteccion al Ambiente","Designated",2006,0,0,5,5.053853984,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Veracruz"
"5657",193561,"Polygon",478006,"478006",1,"Estero La Manzanilla","Estero La Manzanilla","Local governance","Municipio de La Huerta","Designated",2008,0,0,2.64,2.655477927,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5658",193562,"Polygon",902695,"902695",1,"Humedales de la Laguna La Popotera","Humedales de la Laguna La Popotera","Non-profit governance","Instituto de Ecologia, A.C.","Designated",2005,0,0,19.75,19.83790547,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,1,0,0,0,0,0,"nonprofit","Veracruz"
"5659",193564,"Polygon",902407,"902407",1,"Sistema de Lagunas Interdunarias de la Ciudad de Veracruz","Sistema de Lagunas Interdunarias de la Ciudad de Veracruz","Local governance","Sistema de Aguas y Saneamiento Metropolitano","Designated",2005,0,0,1.41,1.313486261,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)",0,"Not Applicable",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Veracruz"
"5660",193565,"Polygon",903116,"903116",1,"Santuario Playa Boca de Apiza-El Chupadero-El Tecuanillo","Santuario Playa Boca de Apiza-El Chupadero-El Tecuanillo","Federal or national ministry or agency","SEMARNAT","Designated",2008,0,0.6129640172,0.4,3.934716321,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",1,"Not Reported",0,"Not Reported","MX-COL","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Colima"
"5661",193567,"Polygon",478007,"478007",1,"Laguna Barra de Navidad","Laguna Barra de Navidad","Local governance","Municipio de Cihuatlan","Designated",2008,0,0,7.94,7.988027457,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iv)(vii)(viii)",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,1,0,0,0,0,"local","Jalisco"
"5662",193570,"Polygon",555543090,"555543090",1,"Laguna de Cuyutlán vasos III y IV","Laguna de Cuyutlán vasos III y IV","Federal or national ministry or agency","Secretaria de Desarrollo Urbano","Designated",2011,0,0,40.51,90.42482855,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(v)(viii)",0,"Not Applicable",0,"Not Reported","MX-COL","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Colima"
"5663",193572,"Polygon",902293,"902293",1,"Manglares y humedales de la Laguna de Sontecomapan","Manglares y humedales de la Laguna de Sontecomapan","Federal or national ministry or agency","CONANP","Designated",2004,0,7.544477746,89.21,55.64765918,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(vii)(viii)",1,"Not Reported",0,"Not Reported","MX-VER","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Veracruz"
"5665",193574,"Polygon",903098,"903098",1,"Sistema Estuarino Boca del Cielo","Sistema Estuarino Boca del Cielo","Federal or national ministry or agency","IHNE y CONANP","Designated",2008,0,0,89.31,97.29868826,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-CHP","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Chiapas"
"5666",193581,"Polygon",902408,"902408",1,"Laguna Costera El Caimán","Laguna Costera El Caimán","Federal or national ministry or agency","Secretaria de Urbanismo y Medio Ambiente","Designated",2005,0,0,11.25,11.28315817,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)",0,"Not Applicable",0,"Not Reported","MX-MIC","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Michoacán"
"5667",193584,"Polygon",478013,"478013",1,"Playa Barra de la Cruz","Playa Barra de la Cruz","Non-profit governance","Centro Mexicano de la Tortuga","Designated",2008,0,0,0.18,0.1774412763,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-OAX","MEX","MEX",0,0,0,1,0,0,0,0,0,"nonprofit","Oaxaca"
"5669",193593,"Polygon",902298,"902298",1,"Playa Tortuguera Cahuitán","Playa Tortuguera Cahuitán","Federal or national ministry or agency","SEMARNAT","Designated",2004,0,0.1724646819,0.65,0.4795308978,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",1,"Not Reported",0,"Not Reported","MX-OAX","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Oaxaca"
"5670",193596,"Polygon",903125,"903125",1,"La Tovara","La Tovara","Federal or national ministry or agency","SEMARNAT","Designated",2008,0,0,57.33,57.70746484,"International","Not Reported","Ramsar Site, Wetland of International Importance","(i)(ii)(iii)(iv)(viii)",0,"Not Applicable",0,"Not Reported","MX-NAY","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Nayarit"
"5671",193598,"Polygon",902303,"902303",1,"Presa Jalpan","Presa Jalpan","Federal or national ministry or agency","SEMARNAT","Designated",2004,0,0,0.68,0.6907101207,"International","Not Reported","Ramsar Site, Wetland of International Importance","(ii)(iv)",0,"Not Applicable",0,"Not Reported","MX-QUE","MEX","MEX",0,0,0,0,0,0,0,1,0,"federal","Querétaro"
"5674",193777,"Polygon",107762,"107762",1,"Las Cuevas del Viento y la Fertilidad","Las Cuevas del Viento y la Fertilidad","Sub-national ministry or agency","Not Reported","Designated",2001,0,0,0.07974343339,0.08020127493,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SLP","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","San Luis Potosí"
"5675",193805,"Polygon",107767,"107767",1,"Las Lajas - Cerro del Lobo","Las Lajas - Cerro del Lobo","Sub-national ministry or agency","Not Reported","Designated",1988,0,0,0.2188229336,0.2201201928,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5676",193626,"Polygon",555621986,"555621986",1,"Región denominada Cerro Blanco RB en La Michilía","Región denominada Cerro Blanco RB en La Michilía","Sub-national ministry or agency","Not Reported","Designated",1977,0,0,32.26379048,32.42803192,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-DUR","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Durango"
"5677",193800,"Polygon",108012,"108012",1,"San Juan Butista Tabi y anexa Sacnicté","San Juan Butista Tabi y anexa Sacnicté","Sub-national ministry or agency","Not Reported","Designated",1994,0,0,14.31342692,14.37385669,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-YUC","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Yucatan"
"5678",193646,"Polygon",555621976,"555621976",1,"Islas del Municipio de Mazatlan","Islas del Municipio de Mazatlan","Sub-national ministry or agency","Not Reported","Designated",1991,0,0,0.025014851,0.02513821311,"National","Not Reported","Protected Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SIN","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Sinaloa"
"5679",193944,"Polygon",107576,"107576",1,"Centro de Interpretación de la Naturaleza","Centro de Interpretación de la Naturaleza","Sub-national ministry or agency","Not Reported","Designated",1993,0,0,15.17513956,15.27018191,"National","Not Reported","Ecological Conservation Zone","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-TAB","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Tabasco"
"5680",193604,"Polygon",108057,"108057",1,"Sierra de Santa Catarina II","Sierra de Santa Catarina II","Sub-national ministry or agency","Not Reported","Designated",2003,0,0,2.205533386,2.218916061,"National","Not Reported","Ecological Conservation Zone","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CMX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5681",193694,"Polygon",555621743,"555621743",1,"Estero El Salado","Estero El Salado","Sub-national ministry or agency","Not Reported","Designated",2000,0,0,1.690015592,1.699899951,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-JAL","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Jalisco"
"5682",193872,"Polygon",107716,"107716",1,"La Armella","La Armella","Sub-national ministry or agency","Not Reported","Designated",2006,0,0,2.128018502,2.140847655,"National","Not Reported","Ecological Conservation Zone","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CMX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5683",193896,"Polygon",555621919,"555621919",1,"La Loma","La Loma","Sub-national ministry or agency","Not Reported","Designated",2010,0,0,0.7572787195,0.761862503,"National","Not Reported","Ecological Conservation Zone","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-CMX","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Estado de Mexico"
"5684",193643,"Polygon",555621722,"555621722",1,"El Centenario","El Centenario","Sub-national ministry or agency","Not Reported","Designated",2010,0,0,0.00639880837,0.006417516235,"National","Not Reported","Municipal Park","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-SIN","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Sinaloa"
"5685",189034,"Polygon",555621752,"555621752",1,"Bondojito","Bondojito","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,0.6690837181,0.6729846593,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5686",189053,"Polygon",555621753,"555621753",1,"Mimithi","Mimithi","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,0.1000075967,0.1005868129,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5687",189182,"Polygon",555621754,"555621754",1,"Dothi","Dothi","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,0.1997489199,0.2009023784,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5688",193600,"Polygon",555621847,"555621847",1,"Alcantarillas","Alcantarillas","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,9.114019724,9.167752213,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5689",193623,"Polygon",555621853,"555621853",1,"Mixquiapan","Mixquiapan","Sub-national ministry or agency","Not Reported","Designated",2003,0,0,0.751717408,0.7561306382,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5690",193641,"Polygon",555621850,"555621850",1,"Coatlaco","Coatlaco","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,2.318440479,2.332097416,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5691",193642,"Polygon",555621851,"555621851",1,"Huixcazdha","Huixcazdha","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,11.2474862,11.31227969,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5692",193645,"Polygon",555621856,"555621856",1,"San Mateo Tlajomulco","San Mateo Tlajomulco","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,4.843689357,4.872241855,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5693",193648,"Polygon",555621854,"555621854",1,"Rancho Nuevo","Rancho Nuevo","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,3.521536704,3.542165951,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5694",193650,"Polygon",555621855,"555621855",1,"San Ignacio - El Coyuco","San Ignacio - El Coyuco","Sub-national ministry or agency","Not Reported","Designated",2014,0,0,6.242858454,6.279484908,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5695",193651,"Polygon",555621857,"555621857",1,"Tezoyo","Tezoyo","Sub-national ministry or agency","Not Reported","Designated",2007,0,0,4.934341496,4.963323738,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5696",193655,"Polygon",107635,"107635",1,"El Aguacatillo","El Aguacatillo","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,0.4832205768,0.4860159038,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5697",193656,"Polygon",555621733,"555621733",1,"El Limonar","El Limonar","Sub-national ministry or agency","Not Reported","Designated",2014,0,0,0.0195635,0.01967539622,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5698",193666,"Polygon",107573,"107573",1,"Cascada de Cuatenahuatl","Cascada de Cuatenahuatl","Sub-national ministry or agency","Not Reported","Designated",2004,0,0,0.1001794328,0.1007470291,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-HID","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Hidalgo"
"5699",193669,"Polygon",555621737,"555621737",1,"El Charco del Ingenio y Parque Landeta","El Charco del Ingenio y Parque Landeta","Sub-national ministry or agency","Not Reported","Designated",2006,0,0,3.921475399,3.941156075,"National","Not Reported","Ecological Conservation Area","Not Applicable",0,"Not Applicable",0,"Not Reported","MX-GUA","MEX","MEX",0,0,0,0,0,0,1,0,0,"subnational","Guanajuato"
